phrase,stage,freq,success,success_rate
"Are there any other doctors, like specialists or dentists that you would like for me to look up?",Needs Analysis,1,1,1.0
Are you currently receiving a food credit from Humana?,Needs Analysis,1,1,1.0
Are you in Calhoun or Lexington?,Needs Analysis,1,1,1.0
Do you know who you have right now as far as your health insurance goes?,Needs Analysis,1,1,1.0
How's your morning going?,Needs Analysis,1,1,1.0
Have you ever told by a doctor that you have diabetes or you have high blood sugar?,Needs Analysis,1,1,1.0
Did they make sure all your doctors were taking this WellCare plan too as well?,Needs Analysis,1,1,1.0
Do you need transportation?,Needs Analysis,1,1,1.0
"Is there anything in particular that you're, you're wishing to get more of?",Needs Analysis,1,1,1.0
Do you have any final questions?,Needs Analysis,1,1,1.0
Do you have any dental needs or anything like that coming up?,Needs Analysis,1,1,1.0
Let me see what they say about the dental here.,Needs Analysis,1,1,1.0
"Are you looking for just regular cleanings and x rays done, or are you looking for some major work?",Needs Analysis,1,1,1.0
"Is the dental, vision, hearing, is that important?",Needs Analysis,1,1,1.0
Do you have any final questions before we finish with the signature portion?,Needs Analysis,1,1,1.0
What about hearing? Do you need hearing aids?,Needs Analysis,1,1,1.0
Do you receive any additional medical benefits from a current employer?,Needs Analysis,1,1,1.0
Have you had the opportunity to use your dealer yet?,Needs Analysis,1,1,1.0
Let's take a look for you.,Needs Analysis,1,1,1.0
"Is it time to get glasses, any of that kind of stuff?",Needs Analysis,1,1,1.0
Have you been paying since January extra for your medications the whole of this year?,Needs Analysis,1,1,1.0
Are you currently not a resident in a nursing home or long term care facility?,Needs Analysis,1,1,1.0
Do you have any pill any medications for the following conditions?,Needs Analysis,1,1,1.0
Tell me what's gonna be important to you regarding your benefits?,Needs Analysis,1,1,1.0
Is there any other benefits that you were looking for too?,Needs Analysis,1,1,1.0
What's the best one?,Needs Analysis,1,1,1.0
"Are you getting any of the benefits for, like, groceries or utility equipment?",Needs Analysis,1,1,1.0
Do you go to a lot of doctors or not really?,Needs Analysis,1,1,1.0
"Do you go to the hospital a lot, miss Rivera or just, like, in case of emergency?",Needs Analysis,1,1,1.0
"Are you thinking, like, cleanings and checkups for your dental?",Needs Analysis,1,1,1.0
Is there anything with the bigger food card?,Needs Analysis,1,1,1.0
Are you looking for lower co-payments or lower drug costs?,Needs Analysis,1,1,1.0
What's your pharmacy?,Needs Analysis,1,1,1.0
"What is your date of birth, please, Brenda?",Needs Analysis,1,1,1.0
What type of benefits were they giving you?,Needs Analysis,1,1,1.0
"Do you have your list of medications, please?",Needs Analysis,1,1,1.0
How does that sound for you?,Needs Analysis,1,1,1.0
Anything else you want me to keep my eyes out for?,Needs Analysis,1,1,1.0
What does he take in that?,Needs Analysis,1,1,1.0
Do you recall what the name is?,Needs Analysis,1,1,1.0
What company? Okay. You're with Humana.,Needs Analysis,1,1,1.0
"Are you looking to get, like, some dental work done?",Needs Analysis,1,1,1.0
Is that about 30 miles from where you live or further?,Needs Analysis,1,1,1.0
Do you and you you mentioned that you have you ever had medical coverage through them?,Needs Analysis,1,1,1.0
Is there anything in particular that you were looking for?,Needs Analysis,1,1,1.0
Do you need a plan that's gonna give you a whole lot of dental and vision as well?,Needs Analysis,1,1,1.0
Tell me about the WellPoint plan. Do you not like it?,Needs Analysis,1,1,1.0
"Can you give me his meds, and I'll put them in here?",Needs Analysis,1,1,1.0
What doctor is that?,Needs Analysis,1,1,1.0
How many times a day?,Needs Analysis,1,1,1.0
"Did you did you so, did did we not find your doctors?",Needs Analysis,1,1,1.0
Do you know the name of the person that you often see when you go there?,Needs Analysis,1,1,1.0
What other prescriptions we didn't talk about?,Needs Analysis,1,1,1.0
Is there a specific benefit that you're using a lot right now?,Needs Analysis,1,1,1.0
Do you currently have UnitedHealthcare?,Needs Analysis,1,1,1.0
"Do you have any durable medical equipment, like, things like do you need a cane or anything like that?",Needs Analysis,1,1,1.0
"With your Humana plan, which benefits do you use the most?",Needs Analysis,1,1,1.0
"Are you still taking balsartan, a hundred and sixty milligram tablet once a day?",Needs Analysis,1,1,1.0
"How are you doing with your teeth, ma'am?",Needs Analysis,1,1,1.0
What are you saying you wanna do? Cancel the plan?,Needs Analysis,1,1,1.0
"What do you remember you speaking about, the last benefit I went over?",Needs Analysis,1,1,1.0
Do you receive extra help from Medicaid?,Needs Analysis,1,1,1.0
Do you go to a lot of different specialists?,Needs Analysis,1,1,1.0
Could I do I have to have a referral to go to a doctor?,Needs Analysis,1,1,1.0
Anyone else I need to make sure takes the plan?,Needs Analysis,1,1,1.0
"How much do you typically pay out of pocket for, like, doctor visits?",Needs Analysis,1,1,1.0
What does any of those apply to you or both of them maybe?,Needs Analysis,1,1,1.0
"Is there any kind of, like, dental work that you're trying like, looking to get done?",Needs Analysis,1,1,1.0
"How are you doing, Carlos? I call you, your dental services?",Needs Analysis,1,1,1.0
Have you ever tried to apply for Medicaid there in Arkansas?,Needs Analysis,1,1,1.0
"Do you currently have any benefits right now through, like, an employer, union, military, anything like that?",Needs Analysis,1,1,1.0
Is he in Memphis?,Needs Analysis,1,1,1.0
"What I'd like to do, Pablo is take a look at that plan with you.",Needs Analysis,1,1,1.0
"What medications that you take, Mildred?",Needs Analysis,1,1,1.0
What do you need in your health care coverage?,Needs Analysis,1,1,1.0
Do you have any other medical insurance through maybe a retirement plan?,Needs Analysis,1,1,1.0
How does that work?,Needs Analysis,1,1,1.0
Are you planning on continuing working for a bit?,Needs Analysis,1,1,1.0
"When you go to the specialist doctor, do you pay any co pay?",Needs Analysis,1,1,1.0
Do you pay much for those at all or you're not sure how much you're paying?,Needs Analysis,1,1,1.0
"Do you have any medical benefits to, like, TRICARE, the VA, or anything like that?",Needs Analysis,1,1,1.0
Do you have any chronic conditions like diabetes or heart disease?,Needs Analysis,1,1,1.0
Is the food card something that's most important?,Needs Analysis,1,1,1.0
Do you have any dental that you need done this year at all?,Needs Analysis,1,1,1.0
"Are you also looking to get vision, like glasses?",Needs Analysis,1,1,1.0
Do you have any questions about your plan that you're on?,Needs Analysis,1,1,1.0
"How is that Anthem plan going so far, would you say?",Needs Analysis,1,1,1.0
"Do you currently reside in a nursing home, assisted living, or long term care facility, or none of those?",Needs Analysis,1,1,1.0
"Do you have any questions on hearing, mister Williams before we move on to dental?",Needs Analysis,1,1,1.0
"Did you make more than $1,800 a month?",Needs Analysis,1,1,1.0
So I looked at this.,Needs Analysis,1,1,1.0
"Do you take any meds, or you're pretty healthy?",Needs Analysis,1,1,1.0
Are you taking advantage of the plans that give you the groceries and the utilities?,Needs Analysis,1,1,1.0
Did you ever have a stroke or a heart attack or anything like that?,Needs Analysis,1,1,1.0
"Would you have any of those conditions, or would any of those apply to you?",Needs Analysis,1,1,1.0
"Do you get any other coverage for maybe a previous employer, the military, a union, Medicaid?",Needs Analysis,1,1,1.0
Does anything like that apply to you?,Needs Analysis,1,1,1.0
Does the state pay your Part B premium?,Needs Analysis,1,1,1.0
Did that answer your questions?,Needs Analysis,1,1,1.0
Did anyone ever talk to you about the give back plans?,Needs Analysis,1,1,1.0
Do you go to a lot of doctors?,Needs Analysis,1,1,1.0
What were you asking me?,Needs Analysis,1,1,1.0
If you have any problems with your specific doctor.,Needs Analysis,1,1,1.0
Are you currently using the Veterans Hospital exclusively for all your care and your medication?,Needs Analysis,1,1,1.0
What do you need? Anything help?,Needs Analysis,1,1,1.0
Are you looking for any additional benefits currently?,Needs Analysis,1,1,1.0
Would you like to receive the material by email or mail?,Needs Analysis,1,1,1.0
"If you had a magic wand, and you could change one thing about the plan besides the prescriptions, what would that be?",Needs Analysis,1,1,1.0
Do you like the clinic?,Needs Analysis,1,1,1.0
Do you want to use Korea?,Needs Analysis,1,1,1.0
"In addition to your Medicare insurance, do you have any other insurance?",Needs Analysis,1,1,1.0
Is there a doctor that you have seen or no?,Needs Analysis,1,1,1.0
Have you had any help getting around?,Needs Analysis,1,1,1.0
Are you happy with the Humana plan?,Needs Analysis,1,1,1.0
Do you have any upcoming medical or dental procedures coming up this year at all?,Needs Analysis,1,1,1.0
Are you needing dental and vision services as well?,Needs Analysis,1,1,1.0
Are you looking to get any major work done with your dental this year or just cleanings and x rays?,Needs Analysis,1,1,1.0
What is the name of your primary care doctor that you go see?,Needs Analysis,1,1,1.0
Did they give you a reason why?,Needs Analysis,1,1,1.0
Did your agent tell you about Anthem's CareLawn mail order program?,Needs Analysis,1,1,1.0
"Do you have any young kids, any nieces or nephews?",Needs Analysis,1,1,1.0
Is the doctor in network?,Needs Analysis,1,1,1.0
How is your supplemental working for you?,Needs Analysis,1,1,1.0
What do you mean?,Needs Analysis,1,1,1.0
"Are they giving you help with, like, food, grocery, stuff like that?",Needs Analysis,1,1,1.0
Do you and Yates have money for food?,Needs Analysis,1,1,1.0
Is that right?,Needs Analysis,1,1,1.0
What's the most important benefit for you?,Needs Analysis,1,1,1.0
Are you having trouble getting your drugs with the Anthem plan?,Needs Analysis,1,1,1.0
Are you seeing any other doctors?,Needs Analysis,1,1,1.0
Are you looking for a particular benefit?,Needs Analysis,1,1,1.0
How much is there for any other plans that we're gonna give you more in your area?,Needs Analysis,1,1,1.0
"Is there any work that you're looking to get done that you, like, haven't gotten done yet?",Needs Analysis,1,1,1.0
How's United been treating you so far?,Needs Analysis,1,1,1.0
Are you seeing any specialists at the moment?,Needs Analysis,1,0,0.0
"So what I would like to do now, is let's talk a little bit about the things that are important to you.",Needs Analysis,1,0,0.0
"You don't reside in a nursing home, assisted living, or long term care facility, correct?",Needs Analysis,1,0,0.0
Is that the one you're looking for?,Needs Analysis,1,0,0.0
Which one?,Needs Analysis,1,0,0.0
So let's move on here.,Needs Analysis,1,0,0.0
Who's his current coverage with?,Needs Analysis,1,0,0.0
Would you fall under any of those parameters?,Needs Analysis,1,0,0.0
How much is Health First giving you?,Needs Analysis,1,0,0.0
Do you have dental with your current plan?,Needs Analysis,1,0,0.0
Is that a benefit that you use much?,Needs Analysis,1,0,0.0
What do you normally take for medications?,Needs Analysis,1,0,0.0
Can you please verify your ZIP code?,Needs Analysis,1,0,0.0
Is that Tamiami Trail in Fort Charlotte?,Needs Analysis,1,0,0.0
Were there any benefits in particular you were looking at?,Needs Analysis,1,0,0.0
Are you with any of the companies yet like Humana or UnitedHealthcare?,Needs Analysis,1,0,0.0
What type of additional benefits that you would think it would be of assistance to you?,Needs Analysis,1,0,0.0
What is D for?,Needs Analysis,1,0,0.0
"What I'd like to do here, also wanna find out what you currently have.",Needs Analysis,1,0,0.0
"Do you have any upcoming medical or dental procedures coming up, miss Sheree by any chance?",Needs Analysis,1,0,0.0
Is there anything in particular that you need other than the groceries?,Needs Analysis,1,0,0.0
We'll take a look and see if there's any additional benefits that you're entitled to.,Needs Analysis,1,0,0.0
What exactly has you interested in exploring your options today?,Needs Analysis,1,0,0.0
"Did that cover everything that you needed, or, did you have to pay anything out of pocket?",Needs Analysis,1,0,0.0
What has you interested and what I'm looking into today?,Needs Analysis,1,0,0.0
Is it okay if I may be advised to call and text you?,Needs Analysis,1,0,0.0
"Are you getting help as far as, like, groceries with that plan?",Needs Analysis,1,0,0.0
Are you using transportation to get to your doctor's appointments?,Needs Analysis,1,0,0.0
When was the last time you saw a specialist?,Needs Analysis,1,0,0.0
"Are you receiving any medical benefits from your current employer, former employer, or a union group?",Needs Analysis,1,0,0.0
Do you have a supplement plan for your health insurance?,Needs Analysis,1,0,0.0
"Does it help you with, like, food, groceries, all of that stuff?",Needs Analysis,1,0,0.0
What's important to you regarding your health benefits?,Needs Analysis,1,0,0.0
"Are you also needing, like, more on your dental and your vision services as well?",Needs Analysis,1,0,0.0
Are you getting these benefits currently?,Needs Analysis,1,0,0.0
I wish you had that letter.,Needs Analysis,1,0,0.0
Do you know what level your Medicaid is?,Needs Analysis,1,0,0.0
Do you like it with UnitedHealthcare?,Needs Analysis,1,0,0.0
"Do you have any other coverage, like, with a prior employer?",Needs Analysis,1,0,0.0
Do you want me to look at other plans that might give you more?,Needs Analysis,1,0,0.0
What does the letter say?,Needs Analysis,1,0,0.0
"Do you currently stay in a nursing home, assisted living, or a long term care facility?",Needs Analysis,1,0,0.0
Does he have a particular doctor for his primary?,Needs Analysis,1,0,0.0
"What do you think about, like, an Advantage PPO plan?",Needs Analysis,1,0,0.0
Are you getting the allowance that lets you buy groceries or pay utility bills?,Needs Analysis,1,0,0.0
Do you know if you have any additional coverage?,Needs Analysis,1,0,0.0
"Do you have any insurance that's from an employer, a former employer, a union, or any military benefits?",Needs Analysis,1,0,0.0
Do you know if you're with a specific carrier?,Needs Analysis,1,0,0.0
Do you think you're gonna be needing to use any of that this year?,Needs Analysis,1,0,0.0
Are you using the transportation on your plan for to get to the doctor's appointments?,Needs Analysis,1,0,0.0
Are there any other concerns?,Needs Analysis,1,0,0.0
Do you need to use any benefits this year coming up at all for medical purposes?,Needs Analysis,1,0,0.0
Did you really wanna take a look and compare just so you know for sure?,Needs Analysis,1,0,0.0
When was the procedure done?,Needs Analysis,1,0,0.0
Do you have any insurance coverage as provided to you by a past employer or union group?,Needs Analysis,1,0,0.0
How about more on the grocery card?,Needs Analysis,1,0,0.0
I wanna look and make sure that there are no benefits that you're missing out on.,Needs Analysis,1,0,0.0
"Do you live in a nursing home, assisted living, or a long term care facility?",Needs Analysis,1,0,0.0
What services does the VA provide you?,Needs Analysis,1,0,0.0
"So with your Anthem, is it just prescription drug coverage?",Needs Analysis,1,0,0.0
"Are you getting all the benefits that you need in the plan, like dental, vision, or is there something else that you may need?",Needs Analysis,1,0,0.0
What exactly are you getting?,Needs Analysis,1,0,0.0
Are you getting any type of benefit like that from Aetna currently?,Needs Analysis,1,0,0.0
"Tell me, how's that United plan, working out for you?",Needs Analysis,1,0,0.0
How much do you get a month for groceries and utility bills?,Needs Analysis,1,0,0.0
Is your daughter your legal medical power of attorney?,Needs Analysis,1,0,0.0
"You don't have any military benefits, do you?",Needs Analysis,1,0,0.0
"Do they help you with, like, food and groceries, stuff like that?",Needs Analysis,1,0,0.0
"Is it Humana, UnitedHealthcare?",Needs Analysis,1,0,0.0
Are you getting a food card with your plan right now?,Needs Analysis,1,0,0.0
Do you use civilian doctors at all or just the veterans?,Needs Analysis,1,0,0.0
How much do you receive on that card?,Needs Analysis,1,0,0.0
Are you unhappy with the plan for any reason?,Needs Analysis,1,0,0.0
Do you anticipate this year maybe getting new glasses?,Needs Analysis,1,0,0.0
"If you were looking to get the most on a monthly basis, I would ask...",Needs Analysis,1,0,0.0
"Do you get any assistance, like, with the state?",Needs Analysis,1,0,0.0
"You're getting good whack there. You're getting $264 every month, so that's a great thing.",Needs Analysis,1,0,0.0
Tell me what benefits would you like to improve?,Needs Analysis,1,0,0.0
Do you have someone who helps you make your health care choices?,Needs Analysis,1,0,0.0
Did you just not like Aetna or you preferred UnitedHealthcare?,Needs Analysis,1,0,0.0
Will you be getting any type of dental care done?,Needs Analysis,1,0,0.0
Do you know what your Medicaid level is?,Needs Analysis,1,0,0.0
Are you looking to learn more about the twenty twenty five Medicare Advantage Plans?,Needs Analysis,1,0,0.0
What company is this?,Needs Analysis,1,0,0.0
What kind of benefits are mostly important to you?,Needs Analysis,1,0,0.0
What kind of work do you need to do on the dental this year?,Needs Analysis,1,0,0.0
Tell me a little bit about how you currently use your health care coverage.,Needs Analysis,1,0,0.0
Did you call the dentist to fix it?,Needs Analysis,1,0,0.0
"Do you need any need any of that, or are you okay?",Needs Analysis,1,0,0.0
"If you wanna consider changing to something else, just give me a call.",Needs Analysis,1,0,0.0
When was the last time you picked up the Lantus or Farjaga or the Eliquis?,Needs Analysis,1,0,0.0
"Do you have, like, a big dental need?",Needs Analysis,1,0,0.0
"Make sure that, you know, because that started the program started for you in March.",Needs Analysis,1,0,0.0
Would you wear glasses?,Needs Analysis,1,0,0.0
Do you take inhalers for your COPD?,Needs Analysis,1,0,0.0
Tell me how you get your current health care.,Needs Analysis,1,0,0.0
Did they give you a diagnosis on your heart condition?,Needs Analysis,1,0,0.0
How are you doing?,Needs Analysis,1,0,0.0
When was the last time that you used your current health care coverage for anything major?,Needs Analysis,1,0,0.0
"How do you want me to help you, honey?",Needs Analysis,1,0,0.0
Did you update your benefits in your new area?,Needs Analysis,1,0,0.0
Let's find you one psychiatrist that you can keep going to.,Needs Analysis,1,0,0.0
Do you have a chronic conditions?,Needs Analysis,1,0,0.0
How much do you pay for that per month?,Needs Analysis,1,0,0.0
Do you get any help with your medications?,Needs Analysis,1,0,0.0
"Were there any co pays, deductibles, or anything out of pocket that you had to pay?",Needs Analysis,1,0,0.0
What do you have for transportation besides going to the doctor?,Needs Analysis,1,0,0.0
How long ago did you move?,Needs Analysis,1,0,0.0
How much do you get for groceries and utility bills?,Needs Analysis,1,0,0.0
Is there anything in particular that you're looking for?,Needs Analysis,1,0,0.0
Let me just make sure there's not more money.,Needs Analysis,1,0,0.0
Do you take advantage of the over the counter that you have?,Needs Analysis,1,0,0.0
Is there some additional benefits that you're currently looking for?,Needs Analysis,1,0,0.0
Are there any specific procedures you need covered?,Needs Analysis,1,0,0.0
"Do you currently have, like, a Medicare Advantage Plan?",Needs Analysis,1,0,0.0
"Do we need, like, extensive dental work, hearing aids?",Needs Analysis,1,0,0.0
"Do you know does it have to be, like, a specific program that the member would have to have?",Needs Analysis,1,0,0.0
Have you applied for Medicaid or extra help at all recently?,Needs Analysis,1,0,0.0
Do you know how much you pay for your plan g?,Needs Analysis,1,0,0.0
How much are you getting for your grocery benefits?,Needs Analysis,1,0,0.0
Would you like me to just review that here with you today?,Needs Analysis,1,0,0.0
What would she have to do to to make it so she did?,Needs Analysis,1,0,0.0
Are you getting extra money for groceries every month?,Needs Analysis,1,0,0.0
Are you taking a lot of meds and stuff like that?,Needs Analysis,1,0,0.0
What do you need from the department?,Needs Analysis,1,0,0.0
Are you on any kind of heart medication or diabetes medication?,Needs Analysis,1,0,0.0
Tell me what I am doing.,Needs Analysis,1,0,0.0
Do you live alone or do you live in a?,Needs Analysis,1,0,0.0
Are you paying any co-pays when you go see a specialist at all?,Needs Analysis,1,0,0.0
What is it that you have?,Needs Analysis,1,0,0.0
Did you get a prior authorization from your doctor for that medication?,Needs Analysis,1,0,0.0
"Do you have any, like, big dental needs or anything like that?",Needs Analysis,1,0,0.0
Did your income go up besides the cost of living adjustment?,Needs Analysis,1,0,0.0
What is the other one that we're speaking in regards to?,Needs Analysis,1,0,0.0
Do you know what your total income a month is?,Needs Analysis,1,0,0.0
"Are you planning to get some major work done, or is it just gonna be some basic?",Needs Analysis,1,0,0.0
What's a benefit that you think would really help you?,Needs Analysis,1,0,0.0
How is that plan working out for you so far?,Needs Analysis,1,0,0.0
"When you retired from your firefighter job, do you still have medical benefits through them?",Needs Analysis,1,0,0.0
There might be something that you do qualify for in your area.,Needs Analysis,1,0,0.0
"Tell me, what are you looking to improve regarding your benefits for this year?",Needs Analysis,1,0,0.0
Do you have to pay for your UnitedHealthcare coverage?,Needs Analysis,1,0,0.0
Are they pulling a premium out of your check every month?,Needs Analysis,1,0,0.0
How much dental work are you looking to get done?,Needs Analysis,1,0,0.0
What do you guys want to accomplish with your coverage outside of traditional Medicare?,Needs Analysis,1,0,0.0
Whatâ€™s gonna be most important to you regarding coverage?,Needs Analysis,1,0,0.0
Are you at the doctor very often?,Needs Analysis,1,0,0.0
"Are you paying any co pays when you go to, like, a specialist or your primary right now?",Needs Analysis,1,0,0.0
Has it been working well for you so far?,Needs Analysis,1,0,0.0
Do you take any insulin for diabetes or inhalers for COPD?,Needs Analysis,1,0,0.0
Do you receive any medical benefits from an employer or union?,Needs Analysis,1,0,0.0
"Do you have any chronic conditions, like diabetes, cardiovascular disorder, chronic heart failure?",Needs Analysis,1,0,0.0
But there are plans that you can swing into that offer extra benefits.,Needs Analysis,1,0,0.0
Does that cost you anything?,Needs Analysis,1,0,0.0
Did you make your own health care decisions?,Needs Analysis,1,0,0.0
What services do you receive from the VA?,Needs Analysis,1,0,0.0
Do you get any assistance with your medication cost at all?,Needs Analysis,1,0,0.0
"Would that apply to you, ma'am?",Needs Analysis,1,0,0.0
What does she have to do then to switch?,Needs Analysis,1,0,0.0
Can you get into your Social Security office?,Needs Analysis,1,0,0.0
Are we able to call on behalf of the Medicare recipient?,Needs Analysis,1,0,0.0
Do you need any kind of dental work done?,Needs Analysis,1,0,0.0
Do you have military benefits?,Needs Analysis,1,0,0.0
What kind of benefits?,Needs Analysis,1,0,0.0
Is there any other benefits that are also important to you?,Needs Analysis,1,0,0.0
Are you getting groceries and utilities with your UnitedHealthcare plan?,Needs Analysis,1,0,0.0
Do you or your spouse receive any medical benefits through a current employer?,Needs Analysis,1,0,0.0
"Do you have any other type of coverage, just A and B?",Needs Analysis,1,0,0.0
"What about, like, any heart condition or anything like that?",Needs Analysis,1,0,0.0
Tell me a little bit about that.,Needs Analysis,1,0,0.0
"How much are you paying right now when you go see, like, a specialist doctor?",Needs Analysis,1,0,0.0
What is it? Let me do this for you.,Needs Analysis,1,0,0.0
Is it important for dental?,Needs Analysis,1,0,0.0
We have special plans that you might not have been told about.,Needs Analysis,1,0,0.0
Are you waiting for any dental work?,Needs Analysis,1,0,0.0
What made you want to switch to that one?,Needs Analysis,1,0,0.0
I can ask you a couple of questions.,Needs Analysis,1,0,0.0
How much are you paying when you go see specialist doctors right now?,Needs Analysis,1,0,0.0
Do you have any coverage through an employer or union or military?,Needs Analysis,1,0,0.0
Do you happen to have your Medicare card available or close by?,Needs Analysis,1,0,0.0
Is that an Advantage Plan?,Needs Analysis,1,0,0.0
What county do you live in?,Needs Analysis,1,0,0.0
"Do you receive any benefit from employer, union, TRICARE, or VA?",Needs Analysis,1,0,0.0
"How did you enjoy the, the well you had the well point for for some time?",Needs Analysis,1,0,0.0
Do you have any doctor's appointments that you're gonna need to set up?,Needs Analysis,1,0,0.0
Do you have partial or full Medicaid?,Needs Analysis,1,0,0.0
I can provide you my contact information.,Needs Analysis,1,0,0.0
Do you have anybody else that's underneath that coverage other than just you?,Needs Analysis,1,0,0.0
What types of benefits are you using?,Needs Analysis,1,0,0.0
Do you need transportation to get back and forth to your doctors?,Needs Analysis,1,0,0.0
Do you get any cashback or any extra benefits?,Needs Analysis,1,0,0.0
About how long is it gonna be until you complete that procedure?,Needs Analysis,1,0,0.0
"Do you have the red, white, blue, and the Medicare ID card with you?",Needs Analysis,1,0,0.0
Are you currently enrolled in any other plans?,Needs Analysis,1,0,0.0
Do you know what type of plan that you have?,Needs Analysis,1,0,0.0
What's the one main thing that you need in a plan that would help you?,Needs Analysis,1,0,0.0
"Do they come over and just help you with, like, cleaning and getting around?",Needs Analysis,1,0,0.0
Do you take any medication for diabetes or your heart?,Needs Analysis,1,0,0.0
What would happen is if you did want the financial benefit?,Needs Analysis,1,0,0.0
Do they give you any type of pension and medical coverage from your old job?,Needs Analysis,1,0,0.0
Are you getting the groceries and utilities of your medic?,Needs Analysis,1,0,0.0
Do you have congestive heart failure?,Needs Analysis,1,0,0.0
"Do you have c like UnitedHealthcare, Humana?",Needs Analysis,1,0,0.0
"Are you seeing a cardiologist, regularly?",Needs Analysis,1,0,0.0
"Do you have any coverage that would be from, like, an employer?",Needs Analysis,1,0,0.0
You mentioned needing some dental work,Needs Analysis,1,0,0.0
"Are they right on fifty seven forty North Graham Street in Charlotte, North Carolina?",Needs Analysis,1,0,0.0
"Are you getting, like, assistance to the state too, like, Medicaid too to help out?",Needs Analysis,1,0,0.0
Are you saying that you can't make your own decision when it comes to these plans?,Needs Analysis,1,0,0.0
How much you're getting back each month?,Needs Analysis,1,0,0.0
Was there something in particular that you were looking to get that you don't currently have?,Needs Analysis,1,0,0.0
All your doctors are taking your plan too?,Needs Analysis,1,0,0.0
"Is it just you on that coverage, or is it just you said you and your wife?",Needs Analysis,1,0,0.0
"Do you have a supplemental plan right now, or do you have an Advantage Plan?",Needs Analysis,1,0,0.0
What do you want currently?,Needs Analysis,1,0,0.0
"Is that a plan that he picked, or is that from, like, a former employer or union?",Needs Analysis,1,0,0.0
Are there any other benefits that you think would be a help?,Needs Analysis,1,0,0.0
Do you get any extra money in your Social Security check?,Needs Analysis,1,0,0.0
Are you looking for extra benefits or savings?,Needs Analysis,1,0,0.0
Do you know how much your prescription drug plan is?,Needs Analysis,1,0,0.0
What specific benefits are you interested in?,Needs Analysis,1,0,0.0
"When it comes to your Medicare and health care decisions, do you make them yourself?",Needs Analysis,1,0,0.0
How about the dental? Do you need the dental benefit?,Needs Analysis,1,0,0.0
Do you have any medical benefits from a current or former employer or union group?,Needs Analysis,1,0,0.0
"Are you in, what state are you in?",Needs Analysis,1,0,0.0
What kind of a grocery allowance are you getting right now?,Needs Analysis,1,0,0.0
Do you want me to take a look to see if you did you have you talked to anybody over at Medicare recently?,Needs Analysis,1,0,0.0
"Do you have Medicaid and Medicare, Willie or just the Medicare?",Needs Analysis,1,0,0.0
"What my situation was, and she told me that if I didn't have, you know, plan B and stuff like that, that they couldn't do the mammogram.",Needs Analysis,1,0,0.0
You want to keep him for your primary?,Needs Analysis,1,0,0.0
Are you paying a monthly premium for that plan?,Needs Analysis,1,0,0.0
How much is Cigna giving you back on the food card right now?,Needs Analysis,1,0,0.0
Do you have any chronic illnesses?,Needs Analysis,1,0,0.0
How much are they giving you per month for food and groceries?,Needs Analysis,1,0,0.0
"Do you have any chronic conditions, Margaret?",Needs Analysis,1,0,0.0
When did you sign up with Humana?,Needs Analysis,1,0,0.0
How much you're getting back on the food card with them right now?,Needs Analysis,1,0,0.0
"Do you have any do you have, like, a power of attorney or someone who makes your health care decisions?",Needs Analysis,1,0,0.0
Do you have Medicaid right now to the state at all?,Needs Analysis,1,0,0.0
"Are you receiving any extra help, through Social Security to pay for prescriptions?",Needs Analysis,1,0,0.0
"Do you happen to have your red, white, and blue Medicare card?",Needs Analysis,1,0,0.0
Were you looking for a plan with those extra benefits?,Needs Analysis,1,0,0.0
How much are you paying out of pocket for your co pays for doctor visits?,Needs Analysis,1,0,0.0
Are you on a Medicare C plan right now?,Needs Analysis,1,0,0.0
Did they give you a lot of dental?,Needs Analysis,1,0,0.0
"Do you need the dental benefit, like the clean piece, the fillings, the crowns, etcetera?",Needs Analysis,1,0,0.0
How much do they give you on food?,Needs Analysis,1,0,0.0
Do you have any benefits that you could use more of?,Needs Analysis,1,0,0.0
What do you think you'll be using most with your insurance this year?,Needs Analysis,1,0,0.0
Do you have any chronic special health conditions?,Needs Analysis,1,0,0.0
Are you unhappy with your current plan?,Needs Analysis,1,0,0.0
Is there anything in particular you're looking for so far as benefits?,Needs Analysis,1,0,0.0
What's important to you regarding a dental coverage?,Needs Analysis,1,0,0.0
"Is there, like, a main benefit that you really enjoy on it?",Needs Analysis,1,0,0.0
Do you wear glasses or contacts?,Needs Analysis,1,0,0.0
"If you had a magic wand, Susie and you could change one thing about your Clover plan, what would that be?",Needs Analysis,1,0,0.0
Is it gonna be important to have a coverage for hearing?,Needs Analysis,1,0,0.0
"I see that you had, like, the chronic plan before.",Needs Analysis,1,0,0.0
Have you had any recent hospital stays?,Needs Analysis,1,0,0.0
What county do you live in out there?,Needs Analysis,1,0,0.0
Do you have any needs in the dental or vision side or anything like that?,Needs Analysis,1,0,0.0
Do you receive any medical benefits from a current employer or former employer or a union group?,Needs Analysis,1,0,0.0
How often would you say you're seeing a specialist?,Needs Analysis,1,0,0.0
"What about, like, dental?",Needs Analysis,1,0,0.0
Do you make health care decisions yourself or does somebody help you?,Needs Analysis,1,0,0.0
What's the one main thing you like about your current plan?,Needs Analysis,1,0,0.0
"Do you have, extra help, it looks like, or Medicaid?",Needs Analysis,1,0,0.0
Are there any additional services you would like to explore?,Needs Analysis,1,0,0.0
"How much do you get for groceries with your current plan, ma'am?",Needs Analysis,1,0,0.0
Who do you currently have coverage with?,Needs Analysis,1,0,0.0
I have not heard of me not having any changes in it.,Needs Analysis,1,0,0.0
